EAR,MAR,Label
0.2908558902977606,0.30259554407790146,0
0.16144707325342797,0.6823946200765183,1
0.1761605836591374,0.28100895861026653,1
0.2408064665840421,0.9858706945622983,1
0.06886563394397621,0.2849784532695886,1
